x,y
0.0,3.0
0.20408163265306123,3.4081632653061225
0.40816326530612246,3.816326530612245
0.6122448979591837,4.224489795918368
0.8163265306122449,4.63265306122449
1.0204081632653061,5.040816326530612
1.2244897959183674,5.448979591836735
1.4285714285714286,5.857142857142858
1.6326530612244898,6.26530612244898
1.836734693877551,6.673469387755102
2.0408163265306123,7.081632653061225
2.2448979591836737,7.4897959183673475
2.4489795918367347,7.8979591836734695
2.6530612244897958,8.306122448979592
2.857142857142857,8.714285714285715
3.0612244897959187,9.122448979591837
3.2653061224489797,9.53061224489796
3.4693877551020407,9.938775510204081
3.673469387755102,10.346938775510203
3.8775510204081636,10.755102040816327
4.081632653061225,11.16326530612245
4.285714285714286,11.571428571428571
4.4897959183673475,11.979591836734695
4.6938775510204085,12.387755102040817
4.8979591836734695,12.795918367346939
5.1020408163265305,13.204081632653061
5.3061224489795915,13.612244897959183
5.510204081632653,14.020408163265307
5.714285714285714,14.428571428571429
5.918367346938775,14.83673469387755
6.122448979591837,15.244897959183675
6.326530612244898,15.653061224489797
6.530612244897959,16.06122448979592
6.73469387755102,16.46938775510204
6.938775510204081,16.877551020408163
7.142857142857143,17.285714285714285
7.346938775510204,17.693877551020407
7.551020408163265,18.10204081632653
7.755102040816327,18.510204081632654
7.959183673469388,18.918367346938776
8.16326530612245,19.3265306122449
8.36734693877551,19.73469387755102
8.571428571428571,20.142857142857142
8.775510204081632,20.551020408163264
8.979591836734695,20.95918367346939
9.183673469387756,21.367346938775512
9.387755102040817,21.775510204081634
9.591836734693878,22.183673469387756
9.795918367346939,22.591836734693878
10.0,23.0
